Month	Day	Year	T_avg	T_max	T_min	RH_avg	RH_max	RH_min	Precip	SVP	AVP	VPD
5	4	1993	10.2	19.4	2.2	77	100	44	0	1.245	0.958	0.286
5	5	1993	13.4	21.7	3.3	70	100	39	0.25	1.537	1.076	0.461
5	6	1993	13.3	18.3	7.2	78	100	49	0.51	1.527	1.191	0.336
5	7	1993	11.9	20	4.4	72	100	37	0	1.393	1.003	0.390
5	8	1993	13	23.3	3.9	69	100	34	0	1.498	1.033	0.464
5	9	1993	16.9	28.9	5.6	68	96	32	0	1.925	1.309	0.616
5	10	1993	18.8	28.9	9.4	58	96	21	0	2.170	1.259	0.911
5	11	1993	11.3	18.3	6.1	74	100	52	0	1.339	0.991	0.348
5	12	1993	9.7	16.1	5	65	92	37	0	1.203	0.782	0.421
5	13	1993	11	18.9	2.8	68	100	31	0	1.313	0.893	0.420
5	14	1993	14.4	23.3	2.8	63	100	29	0	1.641	1.034	0.607
5	15	1993	16	26.1	6.1	69	100	27	0	1.818	1.255	0.564
5	16	1993	16.9	27.2	6.1	64	98	24	0	1.925	1.232	0.693
5	17	1993	18	27.8	8.9	69	98	32	0	2.064	1.424	0.640
5	18	1993	16.8	23.9	8.9	66	100	35	0	1.913	1.263	0.651
5	19	1993	15.4	21.7	8.3	82	100	62	0	1.750	1.435	0.315
5	20	1993	14.3	16.7	11.1	87	99	73	0	1.630	1.418	0.212
5	21	1993	13.5	22.8	6.1	76	100	41	0	1.547	1.176	0.371
5	22	1993	18.3	28.9	5.6	66	100	34	0	2.103	1.388	0.715
5	23	1993	17.1	26.1	8.9	64	100	27	0	1.950	1.248	0.702
5	24	1993	14	21.7	8.3	81	100	44	8.13	1.599	1.295	0.304
5	25	1993	12.8	16.7	10	92	100	70	19.05	1.478	1.360	0.118
5	26	1993	13.7	19.4	10	86	100	50	1.52	1.568	1.348	0.219
5	27	1993	12.6	18.3	10	92	100	65	6.1	1.459	1.342	0.117
5	28	1993	12.8	18.9	8.9	82	100	51	0	1.478	1.212	0.266
5	29	1993	15.1	23.3	6.1	71	100	36	0	1.716	1.219	0.498
5	30	1993	16.1	19.4	11.7	89	100	69	1.27	1.830	1.629	0.201
5	31	1993	12.4	12.8	12.2	100	100	100	32.51	1.440	1.440	0.000
6	1	1993	14.1	18.9	8.3	77	100	52	2.29	1.609	1.239	0.370
6	2	1993	11.9	18.9	6.1	83	100	54	0	1.393	1.156	0.237
6	3	1993	13.3	20.6	6.1	82	100	52	1.27	1.527	1.252	0.275
6	4	1993	11.2	13.9	8.9	96	100	85	11.94	1.330	1.277	0.053
6	5	1993	14.3	16.1	11.7	59	70	53	26.42	1.630	0.962	0.668
6	6	1993	8.7	9.4	7.8	100	100	100	12.19	1.125	1.125	0.000
6	7	1993	11.5	17.2	7.2	94	100	75	2.03	1.357	1.276	0.081
6	8	1993	14.9	25.6	6.1	77	100	43	0	1.694	1.305	0.390
6	9	1993	18.1	27.8	8.3	75	100	34	0	2.077	1.558	0.519
6	10	1993	18.8	24.4	12.2	64	100	30	0	2.170	1.389	0.781
6	11	1993	16.1	25.6	6.1	56	100	23	0	1.830	1.025	0.805
6	12	1993	16.9	27.2	6.1	58	94	28	0	1.925	1.117	0.809
6	13	1993	19	30.6	8.3	69	100	32	0	2.197	1.516	0.681
6	14	1993	20.4	31.1	10.6	66	100	25	0	2.397	1.582	0.815
6	15	1993	18	27.8	10	70	100	30	0	2.064	1.445	0.619
6	16	1993	20.1	30	9.4	49	94	24	0	2.353	1.153	1.200
6	17	1993	22.6	33.9	12.2	49	81	23	0	2.742	1.344	1.399
6	18	1993	27.9	33.3	16.7	38	66	21	0	3.758	1.428	2.330
6	19	1993	24.9	33.9	13.9	57	91	29	0	3.149	1.795	1.354
6	20	1993	23.4	32.8	15	52	83	20	0	2.878	1.497	1.382
6	21	1993	18	24.4	11.1	53	89	30	0	2.064	1.094	0.970
6	22	1993	15.8	26.1	7.2	64	100	25	0	1.795	1.149	0.646
6	23	1993	19.9	31.1	6.7	47	86	19	0	2.324	1.092	1.232
6	24	1993	24.9	36.1	17.2	33	68	17	0	3.149	1.039	2.110
6	25	1993	23.9	35	13.9	51	81	25	0	2.966	1.513	1.453
6	26	1993	24	35	13.9	56	86	23	0	2.984	1.671	1.313
6	27	1993	21.6	31.1	14.4	59	100	21	0	2.580	1.522	1.058
6	28	1993	18.3	27.8	10	57	90	28	0	2.103	1.199	0.904
6	29	1993	19.1	30	9.4	60	91	22	0	2.211	1.327	0.884
6	30	1993	20.9	33.3	11.1	62	88	28	0	2.472	1.532	0.939
7	1	1993	21.5	32.8	11.1	64	93	29	0	2.564	1.641	0.923
7	2	1993	19.7	28.9	12.2	65	93	35	0	2.295	1.492	0.803
7	3	1993	20.3	30	12.2	53	79	26	0	2.382	1.262	1.120
7	4	1993	19.4	31.7	10	63	89	28	0	2.253	1.419	0.834
7	5	1993	21.9	33.3	12.2	56	86	29	0	2.628	1.472	1.156
7	6	1993	20.7	32.2	12.2	73	95	38	0	2.442	1.782	0.659
7	7	1993	22.5	33.9	12.8	66	100	24	0	2.726	1.799	0.927
7	8	1993	22.9	35	12.2	62	92	26	0	2.792	1.731	1.061
7	9	1993	27.2	33.9	13.3	50	87	30	0	3.607	1.804	1.804
7	10	1993	21	31.7	15	70	92	28	0	2.487	1.741	0.746
7	11	1993	20.8	32.8	13.3	75	100	40	0	2.457	1.842	0.614
7	12	1993	21.5	31.7	12.8	64	87	35	0	2.564	1.641	0.923
7	13	1993	21.7	30	12.2	50	91	23	0	2.596	1.298	1.298
7	14	1993	18.1	28.3	9.4	63	92	29	0	2.077	1.309	0.768
7	15	1993	16.9	26.1	8.9	67	96	37	0	1.925	1.290	0.635
7	16	1993	15.5	27.8	8.9	64	88	26	0	1.761	1.127	0.634
7	17	1993	16.8	30	9.4	66	82	27	0	1.913	1.263	0.651
7	18	1993	22.8	31.1	11.1	51	86	26	0	2.776	1.416	1.360
7	19	1993	24.4	28.9	12.8	38	76	23	0	3.056	1.161	1.895
7	20	1993	18	27.8	9.4	65	91	32	0	2.064	1.342	0.722
7	21	1993	18.9	27.8	10	67	99	34	0	2.184	1.463	0.721
7	22	1993	20.9	31.1	11.1	71	95	41	0	2.472	1.755	0.717
7	23	1993	18.9	26.7	15.6	74	97	47	0	2.184	1.616	0.568
7	24	1993	20	32.8	12.8	59	80	25	0	2.338	1.380	0.959
7	25	1993	18.4	27.2	12.8	72	89	43	0	2.116	1.524	0.593
7	26	1993	21.4	33.3	11.7	65	99	28	0	2.549	1.657	0.892
7	27	1993	18.8	31.7	11.7	73	94	31	0	2.170	1.584	0.586
7	28	1993	17.9	28.9	13.3	79	96	37	0	2.051	1.620	0.431
7	29	1993	18	28.3	12.2	72	92	35	0	2.064	1.486	0.578
7	30	1993	23.8	33.3	11.7	61	95	32	0	2.948	1.798	1.150
7	31	1993	23.4	37.8	11.1	65	97	26	0	2.878	1.871	1.007
8	1	1993	25.9	38.3	14.4	63	90	29	0	3.342	2.105	1.236
8	2	1993	26.8	38.9	18.3	63	94	27	0	3.524	2.220	1.304
8	3	1993	24.9	36.1	16.1	57	93	18	0	3.149	1.795	1.354
8	4	1993	23.8	35.6	14.4	51	77	20	0	2.948	1.504	1.445
8	5	1993	21.4	36.1	12.2	66	100	27	0	2.549	1.682	0.867
8	6	1993	23.1	35	13.3	60	81	28	0	2.826	1.696	1.131
8	7	1993	21	30	12.8	57	85	26	0	2.487	1.418	1.069
8	8	1993	19.8	30.6	10.6	60	87	26	0	2.309	1.386	0.924
8	9	1993	20.3	31.1	11.1	58	86	27	0	2.382	1.382	1.000
8	10	1993	18.7	28.3	10	66	96	33	0	2.157	1.423	0.733
8	11	1993	14.9	25	7.8	76	100	38	0	1.694	1.288	0.407
8	12	1993	16.8	29.4	9.4	72	99	31	0	1.913	1.378	0.536
8	13	1993	19.6	29.4	10	69	99	36	0	2.281	1.574	0.707
8	14	1993	19.9	28.9	11.1	67	100	36	0	2.324	1.557	0.767
8	15	1993	16.2	22.8	9.4	72	100	49	34.29	1.842	1.326	0.516
8	16	1993	16	27.2	7.2	80	100	38	0.25	1.818	1.455	0.364
8	17	1993	18.2	29.4	10	75	100	37	0	2.090	1.568	0.523
8	18	1993	19.5	31.1	10.6	71	100	32	0	2.267	1.609	0.657
8	19	1993	16.6	24.4	10	76	100	43	0	1.889	1.436	0.453
8	20	1993	14.9	25	8.3	84	100	46	0	1.694	1.423	0.271
8	21	1993	19.7	31.1	9.4	73	100	31	0	2.295	1.676	0.620
8	22	1993	21.4	33.9	12.2	73	100	32	0	2.549	1.861	0.688
8	23	1993	21.4	33.3	12.8	70	98	31	0	2.549	1.784	0.765
8	24	1993	19.7	32.2	11.1	70	98	34	0	2.295	1.607	0.689
8	25	1993	18.1	30	9.4	59	86	18	0	2.077	1.225	0.852
8	26	1993	19	32.2	8.9	55	82	16	0	2.197	1.209	0.989
8	27	1993	20.8	35	10	56	78	21	0	2.457	1.376	1.081
8	28	1993	21.4	34.4	12.2	54	79	20	0	2.549	1.376	1.172
8	29	1993	20.8	32.8	11.7	56	80	20	0	2.457	1.376	1.081
8	30	1993	19.1	30.6	10.6	62	87	27	0	2.211	1.371	0.840
8	31	1993	19.3	30	10	64	89	27	0	2.239	1.433	0.806
9	1	1993	22.3	33.3	11.1	61	93	29	0	2.693	1.643	1.050
9	2	1993	23.4	34.4	12.2	57	82	26	0	2.878	1.641	1.238
9	3	1993	22.6	35	13.3	62	83	30	0	2.742	1.700	1.042
9	4	1993	23.3	33.3	13.3	62	85	31	0	2.861	1.774	1.087
9	5	1993	19.2	30	12.2	72	93	35	0	2.225	1.602	0.623
9	6	1993	19	29.4	11.1	73	99	35	0	2.197	1.604	0.593
9	7	1993	19.9	33.3	10.6	70	100	23	0	2.324	1.627	0.697
9	8	1993	22.1	35	11.7	66	95	31	0	2.660	1.756	0.904
9	9	1993	23.8	35.6	13.3	63	91	29	0	2.948	1.857	1.091
9	10	1993	21.8	35.6	12.2	63	88	27	0	2.612	1.645	0.966
9	11	1993	21.1	32.8	12.8	59	86	25	0	2.502	1.476	1.026
9	12	1993	19.4	30.6	10	53	87	17	0	2.253	1.194	1.059
9	13	1993	19.6	31.7	10.6	37	68	17	0	2.281	0.844	1.437
9	14	1993	16.8	26.7	8.3	54	88	23	0	1.913	1.033	0.880
9	15	1993	14.4	23.9	6.7	71	100	28	0	1.641	1.165	0.476
9	16	1993	13.6	22.2	6.7	74	98	42	0	1.558	1.153	0.405
9	17	1993	12.2	20.6	6.1	82	100	52	0	1.421	1.165	0.256
9	18	1993	13.3	25	6.1	80	100	42	0	1.527	1.222	0.305
9	19	1993	14.5	26.1	6.1	73	100	31	0	1.651	1.205	0.446
9	20	1993	15.5	28.3	7.8	68	96	26	0	1.761	1.197	0.564
9	21	1993	14.3	27.2	5.6	66	91	27	0	1.630	1.076	0.554
9	22	1993	14.1	25.6	6.1	64	92	30	0	1.609	1.030	0.579
9	23	1993	14.8	28.3	5.6	54	78	23	0	1.684	0.909	0.774
9	24	1993	17.6	31.1	8.3	42	68	18	0	2.013	0.845	1.167
9	25	1993	17.2	31.7	7.8	55	75	21	0	1.962	1.079	0.883
9	26	1993	18.2	33.9	8.3	51	69	18	0	2.090	1.066	1.024
9	27	1993	18.6	35	9.4	48	64	15	0	2.143	1.029	1.114
9	28	1993	19	35.6	9.4	45	58	16	0	2.197	0.989	1.209
9	29	1993	20.2	36.7	10.6	45	62	15	0	2.367	1.065	1.302
9	30	1993	18.3	33.9	11.1	63	100	26	0	2.103	1.325	0.778
10	1	1993	18.1	33.3	11.1	72	89	32	0	2.077	1.495	0.582
10	2	1993	17.5	32.8	11.7	72	93	34	0	2.000	1.440	0.560
10	3	1993	19.4	32.8	11.7	67	89	31	0	2.253	1.509	0.743
10	4	1993	14.4	22.8	8.9	86	100	60	0	1.641	1.411	0.230
10	5	1993	11.2	16.1	7.8	97	100	82	0	1.330	1.290	0.040
10	6	1993	12.6	22.2	6.1	86	100	56	0	1.459	1.255	0.204
10	7	1993	13.2	24.4	7.2	84	100	45	0	1.517	1.275	0.243
10	8	1993	12.7	25	4.4	67	100	27	0	1.469	0.984	0.485
10	9	1993	14.4	23.3	10	73	91	39	0	1.641	1.198	0.443
10	10	1993	14.6	22.2	10.6	83	100	43	1.02	1.662	1.379	0.283
10	11	1993	11.8	15	7.8	100	100	95	17.02	1.384	1.384	0.000
10	12	1993	12.8	21.7	6.7	90	100	56	0	1.478	1.330	0.148
10	13	1993	13.3	21.1	8.3	90	100	57	5.33	1.527	1.375	0.153
10	14	1993	12.3	13.9	11.1	100	100	95	14.22	1.431	1.431	0.000
10	15	1993	11.4	14.4	9.4	98	100	88	14.22	1.348	1.321	0.027
10	16	1993	9.8	13.3	3.9	98	100	90	11.68	1.212	1.187	0.024
10	17	1993	8.6	18.3	2.8	91	100	60	0	1.117	1.017	0.101
10	18	1993	10.2	21.7	3.9	88	100	47	0	1.245	1.095	0.149
10	19	1993	12.5	23.3	5.6	85	100	45	0	1.449	1.232	0.217
10	20	1993	12.9	25.6	5	87	100	39	0	1.488	1.295	0.193
10	21	1993	12.3	21.1	6.7	90	100	50	0	1.431	1.287	0.143
10	22	1993	12.6	26.1	5	85	100	38	0	1.459	1.240	0.219
10	23	1993	13.1	26.7	6.1	82	100	29	0	1.508	1.236	0.271
10	24	1993	13.3	26.7	6.1	82	100	36	0	1.527	1.252	0.275
10	25	1993	19.3	28.3	10.6	42	66	29	0	2.239	0.940	1.299
10	26	1993	19.8	29.4	13.3	30	43	15	0	2.309	0.693	1.617
10	27	1993	17.3	28.3	10	41	74	12	0	1.975	0.810	1.165
10	28	1993	13.1	23.9	6.1	67	86	44	0	1.508	1.010	0.498
10	29	1993	16.4	28.3	10	62	85	35	0	1.865	1.156	0.709
10	30	1993	14.2	26.7	8.3	70	89	30	0	1.619	1.134	0.486
10	31	1993	12.7	24.4	6.7	80	100	43	0	1.469	1.175	0.294
11	1	1993	15.4	23.9	8.3	36	65	25	0	1.750	0.630	1.120
11	2	1993	12	25.6	5.6	58	94	29	0	1.403	0.813	0.589
11	3	1993	10.6	24.4	2.8	73	95	31	0	1.278	0.933	0.345
11	4	1993	11.5	24.4	4.4	68	96	37	0	1.357	0.923	0.434
11	5	1993	11.6	25.6	5.6	48	69	29	0	1.366	0.656	0.710
11	6	1993	10.3	24.4	3.9	64	87	35	0	1.253	0.802	0.451
11	7	1993	9.4	23.9	2.8	76	94	29	0	1.179	0.896	0.283
11	8	1993	9.5	21.7	2.8	74	94	33	0	1.187	0.879	0.309
11	9	1993	9	17.8	3.3	75	89	36	0	1.148	0.861	0.287
11	10	1993	9	12.8	5.6	86	100	66	0	1.148	0.987	0.161
11	11	1993	7.2	14.4	2.2	90	100	61	10.41	1.016	0.914	0.102
11	12	1993	5.6	14.4	0.6	94	100	70	0	0.910	0.855	0.055
11	13	1993	6.2	17.8	0.6	72	100	40	0	0.948	0.683	0.265
11	14	1993	5.2	16.1	-0.6	51	71	29	0	0.885	0.451	0.433
11	15	1993	6.3	18.9	0	64	100	29	0	0.955	0.611	0.344
11	16	1993	4.8	17.8	-1.7	79	100	27	0	0.860	0.680	0.181
11	17	1993	4.7	13.3	-1.1	78	99	38	0	0.854	0.666	0.188
11	18	1993	6	17.8	0	82	100	44	0	0.935	0.767	0.168
11	19	1993	6.5	19.4	0.6	73	93	38	0	0.968	0.707	0.261
11	20	1993	6	21.1	-0.6	80	100	38	0	0.935	0.748	0.187
11	21	1993	5.9	11.7	0.6	84	100	57	0	0.929	0.780	0.149
11	22	1993	4.8	8.3	-2.2	91	100	77	1.27	0.860	0.783	0.077
11	23	1993	1	12.2	-3.9	86	100	44	0	0.657	0.565	0.092
11	24	1993	4.4	16.7	-0.6	52	80	25	0	0.836	0.435	0.401
11	25	1993	3.4	16.1	-1.7	64	87	29	0	0.780	0.499	0.281
11	26	1993	4.8	20	-1.7	72	91	29	0	0.860	0.619	0.241
11	27	1993	6.6	12.2	0	72	89	50	0	0.975	0.702	0.273
11	28	1993	8.2	12.2	6.7	76	100	41	12.19	1.087	0.826	0.261
11	29	1993	8.2	9.4	5.6	99	100	92	83.31	1.087	1.077	0.011
11	30	1993	5.4	14.4	0.6	93	100	59	3.81	0.897	0.834	0.063
12	1	1993	4.7	14.4	0	93	100	54	0	0.854	0.794	0.060
12	2	1993	7.6	19.4	1.1	81	100	46	0	1.044	0.846	0.198
12	3	1993	9.3	19.4	2.8	79	100	50	0	1.172	0.926	0.246
12	4	1993	7.2	15.6	0	90	100	61	0.51	1.016	0.914	0.102
12	5	1993	4.1	14.4	-1.1	88	100	45	0	0.819	0.721	0.098
12	6	1993	5.5	8.9	1.1	88	100	67	0	0.903	0.795	0.108
12	7	1993	5.8	7.2	4.4	94	100	83	18.8	0.922	0.867	0.055
12	8	1993	7.1	7.8	5.6	100	100	100	117.9	1.009	1.009	0.000
12	9	1993	8.5	9.4	7.2	100	100	93	3.05	1.110	1.110	0.000
12	10	1993	9.4	15	5	93	100	69	0	1.179	1.097	0.083
12	11	1993	5.7	9.4	1.1	96	100	79	40.39	0.916	0.879	0.037
12	12	1993	2.1	9.4	-1.1	96	100	65	0	0.711	0.682	0.028
12	13	1993	5.1	10	0.6	82	100	57	23.37	0.878	0.720	0.158
12	14	1993	2.2	5	-0.6	100	100	97	41.66	0.716	0.716	0.000
12	15	1993	2.6	11.7	-1.1	94	100	67	0	0.737	0.692	0.044
12	16	1993	1.1	8.9	-2.2	91	100	55	0	0.661	0.602	0.060
12	17	1993	1.2	12.2	-3.3	92	100	43	0	0.666	0.613	0.053
12	18	1993	2.9	14.4	-1.7	87	100	37	0	0.752	0.655	0.098
12	19	1993	2.7	15	-2.8	84	100	41	0	0.742	0.623	0.119
12	20	1993	2.4	14.4	-3.3	83	100	36	0	0.726	0.603	0.123
12	21	1993	4.3	16.7	-3.9	68	100	33	0	0.831	0.565	0.266
12	22	1993	3.7	17.8	-2.8	72	91	23	0	0.796	0.573	0.223
12	23	1993	8.1	18.3	-1.7	43	91	20	0	1.080	0.464	0.616
12	24	1993	4.6	18.9	-1.1	68	93	23	0	0.848	0.577	0.271
12	25	1993	5.5	18.3	-1.7	84	100	32	0	0.903	0.759	0.145
12	26	1993	5.8	10.6	2.2	79	100	40	0	0.922	0.729	0.194
12	27	1993	-9999	-9999	-9999	-9999	-9999	-9999	-9999	29409718.514	-2940677754.248	NA
12	28	1993	6.4	15.6	1.1	91	100	62	0.25	0.961	0.875	0.087
12	29	1993	2.6	10.6	0	98	100	73	0	0.737	0.722	0.015
12	30	1993	5.8	12.8	1.1	87	100	50	0	0.922	0.802	0.120
12	31	1993	5.1	12.8	0	90	100	57	0	0.878	0.791	0.088
1	1	1994	5.6	7.8	2.8	92	100	54	6.86	0.910	0.837	0.073
1	2	1994	7.4	15.6	3.3	97	100	77	0	1.030	0.999	0.031
1	3	1994	8.3	22.2	1.7	91	100	45	0	1.095	0.996	0.099
1	4	1994	7.7	11.1	6.1	97	100	66	10.41	1.051	1.020	0.032
1	5	1994	4	11.1	-1.7	95	100	74	0.25	0.813	0.773	0.041
1	6	1994	3.3	15	-2.2	82	100	41	0	0.774	0.635	0.139
1	7	1994	2.8	12.8	-2.8	84	99	38	0	0.747	0.628	0.120
1	8	1994	5.1	7.2	3.9	77	100	44	1.27	0.878	0.676	0.202
1	9	1994	4.1	13.3	-0.6	93	100	63	0	0.819	0.762	0.057
1	10	1994	0.5	8.9	-0.6	97	100	73	0	0.633	0.614	0.019
1	11	1994	-9999	-9999	-9999	-9999	-9999	-9999	-9999	29409718.514	-2940677754.248	NA
1	12	1994	1.7	1.7	1.7	100	100	100	0	0.691	0.691	0.000
1	13	1994	7.8	20	0.6	79	100	44	0	1.058	0.836	0.222
1	14	1994	7.7	20.6	1.1	83	97	53	0	1.051	0.872	0.179
1	15	1994	7.9	22.2	1.7	79	96	35	0	1.065	0.842	0.224
1	16	1994	11.2	23.9	2.8	54	82	34	0	1.330	0.718	0.612
1	17	1994	10.5	23.9	4.4	71	93	41	0	1.270	0.901	0.368
1	18	1994	9.4	23.3	2.2	76	100	34	0	1.179	0.896	0.283
1	19	1994	8.2	23.3	1.7	78	99	28	0	1.087	0.848	0.239
1	20	1994	8.1	21.1	2.2	80	99	31	0	1.080	0.864	0.216
1	21	1994	8.4	19.4	2.8	76	98	34	0	1.102	0.838	0.265
1	22	1994	8.8	19.4	2.2	74	98	34	0.76	1.133	0.838	0.294
1	23	1994	7.3	8.3	6.7	95	100	86	28.45	1.023	0.972	0.051
1	24	1994	3.5	7.2	1.7	99	100	85	65.02	0.785	0.777	0.008
1	25	1994	2.7	3.3	2.2	100	100	98	20.83	0.742	0.742	0.000
1	26	1994	3.3	7.8	-1.1	98	100	79	6.1	0.774	0.759	0.015
1	27	1994	3	12.2	-1.7	85	100	57	0	0.758	0.644	0.114
1	28	1994	4.9	12.8	-0.6	62	92	40	0	0.866	0.537	0.329
1	29	1994	4.6	16.7	-1.7	81	100	37	0	0.848	0.687	0.161
1	30	1994	5.1	17.8	-1.1	69	100	33	0	0.878	0.606	0.272
1	31	1994	4.7	17.2	-1.7	59	83	23	0	0.854	0.504	0.350
2	1	1994	3.3	13.9	-2.8	69	99	29	0	0.774	0.534	0.240
2	2	1994	3.6	15.6	-2.2	81	100	33	0	0.791	0.640	0.150
2	3	1994	5.8	15.6	-1.1	73	100	26	0	0.922	0.673	0.249
2	4	1994	4	13.9	-1.7	80	100	43	0	0.813	0.651	0.163
2	5	1994	3.8	11.7	-2.2	86	100	55	0	0.802	0.690	0.112
2	6	1994	5.5	6.1	3.9	99	100	89	69.85	0.903	0.894	0.009
2	7	1994	6.4	8.3	5	99	100	91	31.24	0.961	0.952	0.010
2	8	1994	5	11.7	-0.6	94	100	77	2.03	0.872	0.820	0.052
2	9	1994	4.7	13.9	-1.7	85	100	45	0	0.854	0.726	0.128
2	10	1994	3.5	6.7	-0.6	98	100	78	46.48	0.785	0.769	0.016
2	11	1994	1.4	10.6	-2.8	85	100	46	0	0.676	0.575	0.101
2	12	1994	2.5	12.2	-3.9	78	100	33	0	0.731	0.570	0.161
2	13	1994	3.4	15	-2.2	72	100	20	0	0.780	0.561	0.218
2	14	1994	2	17.2	-3.3	74	94	25	0	0.706	0.522	0.183
2	15	1994	4	13.9	-2.2	80	97	38	0	0.813	0.651	0.163
2	16	1994	9.1	12.8	3.9	53	89	35	0	1.156	0.613	0.543
2	17	1994	4	6.1	1.7	99	100	97	60.2	0.813	0.805	0.008
2	18	1994	1.6	4.4	0.6	98	100	91	9.4	0.686	0.672	0.014
2	19	1994	1.5	3.9	0.6	94	100	75	10.16	0.681	0.640	0.041
2	20	1994	2.4	5	0.6	99	100	91	34.29	0.726	0.719	0.007
2	21	1994	2.4	4.4	0.6	100	100	100	35.56	0.726	0.726	0.000
2	22	1994	3.8	15.6	-1.1	87	100	47	0	0.802	0.698	0.104
2	23	1994	4.3	14.4	-1.7	85	100	42	0	0.831	0.706	0.125
2	24	1994	6.4	18.9	-0.6	83	100	37	0	0.961	0.798	0.163
2	25	1994	7.7	16.7	0.6	87	100	52	0	1.051	0.914	0.137
2	26	1994	7.7	9.4	5.6	100	100	100	10.92	1.051	1.051	0.000
2	27	1994	7.4	13.3	2.8	96	100	76	1.02	1.030	0.989	0.041
2	28	1994	10.9	21.7	2.8	66	100	32	34.8	1.304	0.861	0.443
3	1	1994	13.2	17.8	9.4	45	59	31	0	1.517	0.683	0.835
3	2	1994	13.8	20.6	9.4	43	56	25	0	1.578	0.679	0.899
3	3	1994	13.2	17.2	10	48	60	37	0	1.517	0.728	0.789
3	4	1994	11.2	17.2	7.8	70	100	51	3.3	1.330	0.931	0.399
3	5	1994	6.1	7.8	3.9	100	100	92	14.22	0.942	0.942	0.000
3	6	1994	10.1	14.4	5.6	53	82	40	0	1.236	0.655	0.581
3	7	1994	13.7	19.4	8.9	27	43	18	0	1.568	0.423	1.144
3	8	1994	13.3	17.8	10	45	70	17	0	1.527	0.687	0.840
3	9	1994	11.6	15.6	7.8	65	100	32	0	1.366	0.888	0.478
3	10	1994	8.4	12.8	3.3	89	100	53	6.6	1.102	0.981	0.121
3	11	1994	8.2	13.3	4.4	52	79	33	0	1.087	0.565	0.522
3	12	1994	13.2	21.1	6.1	24	37	14	0	1.517	0.364	1.153
3	13	1994	16.4	20.6	12.8	31	57	10	0	1.865	0.578	1.287
3	14	1994	16.1	20	12.2	44	68	18	0	1.830	0.805	1.025
3	15	1994	11.8	17.2	7.2	49	72	30	0	1.384	0.678	0.706
3	16	1994	5.7	7.8	4.4	94	100	55	0.76	0.916	0.861	0.055
3	17	1994	7.7	17.2	3.9	60	100	29	0	1.051	0.631	0.420
3	18	1994	7.8	12.2	3.9	67	100	44	0	1.058	0.709	0.349
3	19	1994	6.2	11.1	3.3	83	100	62	0	0.948	0.787	0.161
3	20	1994	8.9	13.9	5	58	76	45	0	1.140	0.661	0.479
3	21	1994	5.8	10	2.2	75	100	55	0	0.922	0.692	0.231
3	22	1994	0.3	3.9	-2.8	82	100	57	0	0.624	0.512	0.112
3	23	1994	1.6	6.1	-2.8	59	100	36	0	0.686	0.405	0.281
3	24	1994	6.2	11.7	2.2	55	69	42	0	0.948	0.521	0.427
3	25	1994	4.3	10	1.1	90	100	32	0.51	0.831	0.748	0.083
3	26	1994	12.6	17.8	7.8	32	46	20	0	1.459	0.467	0.992
3	27	1994	14.2	20	9.4	47	90	20	0	1.619	0.761	0.858
3	28	1994	11.5	16.1	9.4	65	89	55	0	1.357	0.882	0.475
3	29	1994	10.7	15	8.3	62	83	38	0	1.287	0.798	0.489
3	30	1994	10.7	14.4	7.2	61	84	48	0	1.287	0.785	0.502
3	31	1994	10.7	16.7	5.6	49	74	28	0	1.287	0.631	0.656
4	1	1994	13.5	19.4	8.9	44	59	29	0	1.547	0.681	0.867
4	2	1994	13.4	17.8	10.6	53	71	38	0	1.537	0.815	0.723
4	3	1994	11.7	16.7	9.4	65	83	47	0	1.375	0.894	0.481
4	4	1994	12.4	18.3	6.1	23	45	14	0	1.440	0.331	1.109
4	5	1994	10.7	15.6	7.8	35	62	19	0	1.287	0.450	0.836
4	6	1994	6.9	9.4	2.2	79	100	59	4.06	0.995	0.786	0.209
4	7	1994	6.9	12.2	2.8	64	82	49	0	0.995	0.637	0.358
4	8	1994	3.1	4.4	1.1	94	100	72	30.73	0.763	0.717	0.046
4	9	1994	4.2	9.4	0	91	100	69	17.27	0.825	0.751	0.074
4	10	1994	9.4	16.1	3.3	48	78	28	0	1.179	0.566	0.613
4	11	1994	12.8	17.2	8.9	39	60	26	0	1.478	0.577	0.902
4	12	1994	13.8	18.9	8.9	43	66	27	0	1.578	0.679	0.899
4	13	1994	14.3	19.4	10.6	49	100	22	0	1.630	0.799	0.831
4	14	1994	17.3	21.1	12.2	39	45	25	0	1.975	0.770	1.205
4	15	1994	19.4	25	15.6	32	51	21	0	2.253	0.721	1.532
4	16	1994	18	22.2	14.4	48	70	29	0	2.064	0.991	1.073
4	17	1994	17.8	23.3	13.9	43	58	29	0	2.038	0.876	1.162
4	18	1994	16.6	22.2	13.3	53	77	35	0	1.889	1.001	0.888
4	19	1994	15.7	20	11.1	62	84	43	0	1.784	1.106	0.678
4	20	1994	16.4	21.1	11.1	45	100	2	0	1.865	0.839	1.026
4	21	1994	12.1	16.1	8.9	54	79	40	0	1.412	0.762	0.649
4	22	1994	9.4	13.3	4.4	63	78	45	0	1.179	0.743	0.436
4	23	1994	3.4	6.7	1.1	92	100	77	10.92	0.780	0.717	0.062
4	24	1994	2.6	5.6	0	98	100	89	2.29	0.737	0.722	0.015
4	25	1994	0.3	2.2	-0.6	100	100	100	29.21	0.624	0.624	0.000
